,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,serotype,isolation_source,BioSample Accession,is_retracted,retraction_detection_date_utc,name_state_x,date,File Name,Genotype,"Genotype List Used, >=98.0%",Genotype Sample Title List,Genotype Percent Match List,Genotype Mismatch List,Genotype Average Depth of Coverage List,name_state_y,Geo_Location,Collection_Date_Specific
4409,SRR31605357,WGS,147.04,68832107,PRJNA1102327,SAMN45164229,Viral,24543544,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969855,USA,North America,USA,Cattle,NextSeq 2000,24-034204-001,24-034204-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-034204-001,SRP503016,H5N1,milk,SRS23438554,False,,USA,2025-05-09_10-50-21,SRR31605357.fa,B3.13,"MP:ea1, NP:am8, PB1:am4, HA:ea1, PA:ea1, PB2:am2.2, NA:ea1, NS:am1.1","ea1:22-003707-003:MP, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS","98.98%, 99.06%, 99.47%, 98.47%, 99.07%, 98.68%, 98.94%, 99.17%","10, 14, 12, 26, 20, 30, 15, 7",Ran on FASTA - No Coverage Report,USA,USA,2024-11-06
4410,SRR31605357,WGS,147.04,68832107,PRJNA1102327,SAMN45164229,Viral,24543544,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969855,USA,North America,USA,Cattle,NextSeq 2000,24-034204-001,24-034204-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-034204-001,SRP503016,H5N1,milk,SRS23438554,False,,USA,2025-05-09_10-50-21,SRR31605357.fa,B3.13,"MP:ea1, NP:am8, PB1:am4, HA:ea1, PA:ea1, PB2:am2.2, NA:ea1, NS:am1.1","ea1:22-003707-003:MP, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS","98.98%, 99.06%, 99.47%, 98.47%, 99.07%, 98.68%, 98.94%, 99.17%","10, 14, 12, 26, 20, 30, 15, 7",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-11-06
4411,SRR31605358,WGS,140.44,131977300,PRJNA1102327,SAMN45164228,Viral,47119488,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969854,USA,North America,USA,Cattle,NextSeq 2000,24-034203-002,24-034203-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-034203-002,SRP503016,H5N1,milk,SRS23438556,False,,USA,2025-05-09_10-50-21,SRR31605358.fa,B3.13,"NP:am8, NA:ea1, HA:ea1, PB2:am2.2, PB1:am4, PA:ea1, MP:ea1, NS:am1.1","am8:23-032005-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS","98.93%, 98.94%, 98.53%, 98.60%, 99.43%, 98.37%, 98.88%, 99.05%","16, 15, 25, 32, 11, 35, 11, 8",Ran on FASTA - No Coverage Report,USA,USA,2024
4412,SRR31605359,WGS,141.38,136190336,PRJNA1102327,SAMN45164227,Viral,48356342,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969853,USA,North America,USA,Cattle,NextSeq 2000,24-034203-001,24-034203-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-034203-001,SRP503016,H5N1,milk,SRS23438555,False,,USA,2025-05-09_10-50-21,SRR31605359.fa,B3.13,"PB1:am4, NA:ea1, PA:ea1, NS:am1.1, MP:ea1, PB2:am2.2, HA:ea1, NP:am8","am4:23-001855-001:PB1, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, am8:23-032005-001:NP","99.52%, 98.94%, 98.98%, 99.05%, 98.88%, 98.60%, 98.47%, 98.93%","9, 15, 22, 8, 11, 32, 26, 16",Ran on FASTA - No Coverage Report,USA,USA,2024-11-06
4413,SRR31605359,WGS,141.38,136190336,PRJNA1102327,SAMN45164227,Viral,48356342,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969853,USA,North America,USA,Cattle,NextSeq 2000,24-034203-001,24-034203-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-034203-001,SRP503016,H5N1,milk,SRS23438555,False,,USA,2025-05-09_10-50-21,SRR31605359.fa,B3.13,"PB1:am4, NA:ea1, PA:ea1, NS:am1.1, MP:ea1, PB2:am2.2, HA:ea1, NP:am8","am4:23-001855-001:PB1, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, am8:23-032005-001:NP","99.52%, 98.94%, 98.98%, 99.05%, 98.88%, 98.60%, 98.47%, 98.93%","9, 15, 22, 8, 11, 32, 26, 16",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-11-06
4414,SRR31605360,WGS,142.76,98848036,PRJNA1102327,SAMN45164114,Viral,35582452,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969852,USA,North America,USA,Cattle,NextSeq 2000,24-033856-002,24-033856-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033856-002,SRP503016,H5N1,milk,SRS23438552,False,,USA,2025-05-09_10-47-53,SRR31605360.fa,B3.13,"PA:ea1, NP:am8, HA:ea1, PB1:am4, PB2:am2.2, NA:ea1, MP:ea1, NS:am1.1","ea1:22-003707-003:PA, am8:23-032005-001:NP, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS","99.12%, 99.06%, 98.53%, 99.38%, 98.51%, 98.94%, 98.98%, 99.17%","19, 14, 25, 14, 34, 15, 10, 7",Ran on FASTA - No Coverage Report,USA,USA,2024-11-04
4415,SRR31605360,WGS,142.76,98848036,PRJNA1102327,SAMN45164114,Viral,35582452,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969852,USA,North America,USA,Cattle,NextSeq 2000,24-033856-002,24-033856-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033856-002,SRP503016,H5N1,milk,SRS23438552,False,,USA,2025-05-09_10-47-53,SRR31605360.fa,B3.13,"PA:ea1, NP:am8, HA:ea1, PB1:am4, PB2:am2.2, NA:ea1, MP:ea1, NS:am1.1","ea1:22-003707-003:PA, am8:23-032005-001:NP, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS","99.12%, 99.06%, 98.53%, 99.38%, 98.51%, 98.94%, 98.98%, 99.17%","19, 14, 25, 14, 34, 15, 10, 7",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-11-04
4416,SRR31605361,WGS,142.78,110747438,PRJNA1102327,SAMN45164115,Viral,39350464,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969851,USA,North America,USA,Cattle,NextSeq 2000,24-033856-003,24-033856-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033856-003,SRP503016,H5N1,milk,SRS23438551,False,,USA,2025-05-09_10-49-42,SRR31605361.fa,B3.13,"NP:am8, PB1:am4, PB2:am2.2, NA:ea1, NS:am1.1, MP:ea1, HA:ea1, PA:ea1","am8:23-032005-001:NP, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:PA","99.06%, 99.34%, 98.51%, 98.86%, 99.17%, 98.98%, 98.47%, 99.07%","14, 15, 34, 16, 7, 10, 26, 20",Ran on FASTA - No Coverage Report,USA,USA,2024-11-04
4417,SRR31605361,WGS,142.78,110747438,PRJNA1102327,SAMN45164115,Viral,39350464,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969851,USA,North America,USA,Cattle,NextSeq 2000,24-033856-003,24-033856-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033856-003,SRP503016,H5N1,milk,SRS23438551,False,,USA,2025-05-09_10-49-42,SRR31605361.fa,B3.13,"NP:am8, PB1:am4, PB2:am2.2, NA:ea1, NS:am1.1, MP:ea1, HA:ea1, PA:ea1","am8:23-032005-001:NP, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:PA","99.06%, 99.34%, 98.51%, 98.86%, 99.17%, 98.98%, 98.47%, 99.07%","14, 15, 34, 16, 7, 10, 26, 20",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-11-04
4418,SRR31605362,WGS,138.79,107293128,PRJNA1102327,SAMN45164116,Viral,38474408,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969850,USA,North America,USA,Cattle,NextSeq 2000,24-033857-001,24-033857-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033857-001,SRP503016,H5N1,milk,SRS23438550,False,,USA,2025-05-09_10-50-02,SRR31605362.fa,B3.13,"PA:ea1, NA:ea1, PB2:am2.2, HA:ea1, MP:ea1, NS:am1.1, NP:am8, PB1:am4","ea1:22-003707-003:PA, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, am8:23-032005-001:NP, am4:23-001855-001:PB1","98.84%, 98.94%, 98.68%, 98.24%, 98.98%, 99.17%, 98.86%, 99.47%","25, 15, 30, 30, 10, 7, 17, 12",Ran on FASTA - No Coverage Report,USA,USA,2024-11-05
4419,SRR31605362,WGS,138.79,107293128,PRJNA1102327,SAMN45164116,Viral,38474408,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969850,USA,North America,USA,Cattle,NextSeq 2000,24-033857-001,24-033857-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033857-001,SRP503016,H5N1,milk,SRS23438550,False,,USA,2025-05-09_10-50-02,SRR31605362.fa,B3.13,"PA:ea1, NA:ea1, PB2:am2.2, HA:ea1, MP:ea1, NS:am1.1, NP:am8, PB1:am4","ea1:22-003707-003:PA, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, am8:23-032005-001:NP, am4:23-001855-001:PB1","98.84%, 98.94%, 98.68%, 98.24%, 98.98%, 99.17%, 98.86%, 99.47%","25, 15, 30, 30, 10, 7, 17, 12",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-11-05
4420,SRR31605363,WGS,139.54,117801299,PRJNA1102327,SAMN45164117,Viral,42248830,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969849,USA,North America,USA,Cattle,NextSeq 2000,24-033857-002,24-033857-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033857-002,SRP503016,H5N1,milk,SRS23438549,False,,USA,2025-05-09_10-46-16,SRR31605363.fa,B3.13,"HA:ea1, NA:ea1, PA:ea1, NS:am1.1, MP:ea1, PB1:am4, NP:am8, PB2:am2.2","ea1:22-003707-003:HA, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, am4:23-001855-001:PB1, am8:23-032005-001:NP, am2.2:22-010445-001:PB2","98.36%, 98.86%, 98.70%, 99.17%, 98.98%, 99.03%, 98.93%, 98.33%","28, 16, 28, 7, 10, 22, 16, 38",Ran on FASTA - No Coverage Report,USA,USA,2024-11-05
4421,SRR31605363,WGS,139.54,117801299,PRJNA1102327,SAMN45164117,Viral,42248830,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969849,USA,North America,USA,Cattle,NextSeq 2000,24-033857-002,24-033857-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033857-002,SRP503016,H5N1,milk,SRS23438549,False,,USA,2025-05-09_10-46-16,SRR31605363.fa,B3.13,"HA:ea1, NA:ea1, PA:ea1, NS:am1.1, MP:ea1, PB1:am4, NP:am8, PB2:am2.2","ea1:22-003707-003:HA, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, am4:23-001855-001:PB1, am8:23-032005-001:NP, am2.2:22-010445-001:PB2","98.36%, 98.86%, 98.70%, 99.17%, 98.98%, 99.03%, 98.93%, 98.33%","28, 16, 28, 7, 10, 22, 16, 38",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-11-05
4422,SRR31605364,WGS,143.36,120914447,PRJNA1102327,SAMN45164095,Viral,43197401,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969848,USA,North America,USA,Cattle,NextSeq 2000,24-033838-001,24-033838-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033838-001,SRP503016,H5N1,milk,SRS23438546,False,,USA,2025-05-09_10-50-22,SRR31605364.fa,B3.13,"PB2:am2.2, NA:ea1, PA:ea1, MP:ea1, NS:am1.1, PB1:am4, NP:am8, HA:ea1","am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:HA","98.68%, 98.94%, 99.07%, 98.98%, 99.05%, 99.52%, 99.00%, 98.59%","30, 15, 20, 10, 8, 11, 15, 24",Ran on FASTA - No Coverage Report,USA,USA,2024-10-14
4423,SRR31605364,WGS,143.36,120914447,PRJNA1102327,SAMN45164095,Viral,43197401,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969848,USA,North America,USA,Cattle,NextSeq 2000,24-033838-001,24-033838-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033838-001,SRP503016,H5N1,milk,SRS23438546,False,,USA,2025-05-09_10-50-22,SRR31605364.fa,B3.13,"PB2:am2.2, NA:ea1, PA:ea1, MP:ea1, NS:am1.1, PB1:am4, NP:am8, HA:ea1","am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:HA","98.68%, 98.94%, 99.07%, 98.98%, 99.05%, 99.52%, 99.00%, 98.59%","30, 15, 20, 10, 8, 11, 15, 24",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-10-14
4424,SRR31605365,WGS,147.21,109354782,PRJNA1102327,SAMN45164124,Viral,39332336,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969847,USA,North America,USA,Cattle,NextSeq 2000,24-033866-001,24-033866-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033866-001,SRP503016,H5N1,milk,SRS23438548,False,,USA,2025-05-09_10-50-21,SRR31605365.fa,B3.13,"PB2:am2.2, PB1:am4, HA:ea1, NA:ea1, NS:am1.1, MP:ea1, NP:am8, PA:ea1","am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, am8:23-032005-001:NP, ea1:22-003707-003:PA","98.73%, 99.43%, 98.35%, 98.94%, 99.17%, 98.98%, 99.00%, 98.93%","29, 13, 28, 15, 7, 10, 15, 23",Ran on FASTA - No Coverage Report,USA,USA,2024-11-12
4425,SRR31605365,WGS,147.21,109354782,PRJNA1102327,SAMN45164124,Viral,39332336,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969847,USA,North America,USA,Cattle,NextSeq 2000,24-033866-001,24-033866-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033866-001,SRP503016,H5N1,milk,SRS23438548,False,,USA,2025-05-09_10-50-21,SRR31605365.fa,B3.13,"PB2:am2.2, PB1:am4, HA:ea1, NA:ea1, NS:am1.1, MP:ea1, NP:am8, PA:ea1","am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, am8:23-032005-001:NP, ea1:22-003707-003:PA","98.73%, 99.43%, 98.35%, 98.94%, 99.17%, 98.98%, 99.00%, 98.93%","29, 13, 28, 15, 7, 10, 15, 23",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-11-12
4426,SRR31605366,WGS,142.85,117364698,PRJNA1102327,SAMN45164096,Viral,42804201,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969846,USA,North America,USA,Cattle,NextSeq 2000,24-033838-002,24-033838-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033838-002,SRP503016,H5N1,milk,SRS23438547,False,,USA,2025-05-09_10-50-22,SRR31605366.fa,B3.13,"NP:am8, PB1:am4, PA:ea1, HA:ea1, MP:ea1, PB2:am2.2, NA:ea1, NS:am1.1","am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS","98.93%, 99.52%, 99.12%, 98.59%, 98.98%, 98.68%, 98.94%, 99.05%","16, 11, 19, 24, 10, 30, 15, 8",Ran on FASTA - No Coverage Report,USA,USA,2024-10-14
4427,SRR31605366,WGS,142.85,117364698,PRJNA1102327,SAMN45164096,Viral,42804201,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969846,USA,North America,USA,Cattle,NextSeq 2000,24-033838-002,24-033838-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033838-002,SRP503016,H5N1,milk,SRS23438547,False,,USA,2025-05-09_10-50-22,SRR31605366.fa,B3.13,"NP:am8, PB1:am4, PA:ea1, HA:ea1, MP:ea1, PB2:am2.2, NA:ea1, NS:am1.1","am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS","98.93%, 99.52%, 99.12%, 98.59%, 98.98%, 98.68%, 98.94%, 99.05%","16, 11, 19, 24, 10, 30, 15, 8",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-10-14
4428,SRR31605367,WGS,141.26,127463501,PRJNA1102327,SAMN45164100,Viral,45432597,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969845,USA,North America,USA,Cattle,NextSeq 2000,24-033849-001,24-033849-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033849-001,SRP503016,H5N1,milk,SRS23438545,False,,USA,2025-05-09_10-50-21,SRR31605367.fa,B3.13,"MP:ea1, PA:ea1, PB1:am4, NP:am8, NA:ea1, NS:am1.1, PB2:am2.2, HA:ea1","ea1:22-003707-003:MP, ea1:22-003707-003:PA, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA","98.98%, 98.93%, 99.43%, 99.00%, 98.94%, 99.17%, 98.68%, 98.30%","10, 23, 13, 15, 15, 7, 30, 29",Ran on FASTA - No Coverage Report,USA,USA,2024
4429,SRR31605368,WGS,144.57,179261357,PRJNA1102327,SAMN45163993,Viral,64036429,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969844,USA,North America,USA,Cattle,NextSeq 2000,24-032196-001,24-032196-001-original-repeat2,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-032196-001,SRP503016,H5N1,milk,SRS23438543,False,,USA,2025-05-09_10-50-21,SRR31605368.fa,B3.13,"NA:ea1, PA:ea1, HA:ea1, NS:am1.1, PB1:am4, MP:ea1, PB2:am2.2, NP:am8","ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, am8:23-032005-001:NP","98.94%, 99.02%, 98.47%, 99.17%, 99.43%, 98.88%, 98.68%, 99.06%","15, 21, 26, 7, 13, 11, 30, 14",Ran on FASTA - No Coverage Report,USA,USA,2024-10-25
4430,SRR31605368,WGS,144.57,179261357,PRJNA1102327,SAMN45163993,Viral,64036429,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969844,USA,North America,USA,Cattle,NextSeq 2000,24-032196-001,24-032196-001-original-repeat2,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-032196-001,SRP503016,H5N1,milk,SRS23438543,False,,USA,2025-05-09_10-50-21,SRR31605368.fa,B3.13,"NA:ea1, PA:ea1, HA:ea1, NS:am1.1, PB1:am4, MP:ea1, PB2:am2.2, NP:am8","ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, am8:23-032005-001:NP","98.94%, 99.02%, 98.47%, 99.17%, 99.43%, 98.88%, 98.68%, 99.06%","15, 21, 26, 7, 13, 11, 30, 14",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-10-25
4431,SRR31605369,WGS,136.02,124564478,PRJNA1102327,SAMN45164101,Viral,44737827,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969843,USA,North America,USA,Cattle,NextSeq 2000,24-033849-002,24-033849-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033849-002,SRP503016,H5N1,milk,SRS23438541,False,,USA,2025-05-09_10-50-21,SRR31605369.fa,B3.13,"MP:ea1, HA:ea1, NP:am8, PA:ea1, NS:am1.1, NA:ea1, PB2:am2.2, PB1:am4","ea1:22-003707-003:MP, ea1:22-003707-003:HA, am8:23-032005-001:NP, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1","98.98%, 98.42%, 99.00%, 98.93%, 99.17%, 98.94%, 98.64%, 99.47%","10, 27, 15, 23, 7, 15, 31, 12",Ran on FASTA - No Coverage Report,USA,USA,2024
4432,SRR31605370,WGS,146.97,132105467,PRJNA1102327,SAMN45164102,Viral,47119046,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26969842,USA,North America,USA,Cattle,NextSeq 2000,24-033850-001,24-033850-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-12-06,2024-04-20T18:12:00Z,1,24-033850-001,SRP503016,H5N1,milk,SRS23438544,False,,USA,2025-05-09_10-50-22,SRR31605370.fa,B3.13,"MP:ea1, HA:ea1, NP:am8, NS:am1.1, PB2:am2.2, PA:ea1, PB1:am4, NA:ea1","ea1:22-003707-003:MP, ea1:22-003707-003:HA, am8:23-032005-001:NP, am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, am4:23-001855-001:PB1, ea1:22-003707-003:NA","98.98%, 98.47%, 98.93%, 99.17%, 98.64%, 99.02%, 99.43%, 98.72%","10, 26, 16, 7, 31, 21, 13, 18",Ran on FASTA - No Coverage Report,USA,USA,2024-11-05
