,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,serotype,isolation_source,BioSample Accession,is_retracted,retraction_detection_date_utc,name_state,sample,date,File Name,Genotype,"Genotype List Used, >=98.0%",Genotype Sample Title List,Genotype Percent Match List,Genotype Mismatch List,Genotype Average Depth of Coverage List,Geo_Location,Collection_Date_Specific
59,SRR34270255,WGS,146.25,13573095,PRJNA1207547,SAMN49684908,Viral,4223951,USDA-NVSL,2024,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444041,USA,,USA,RED FOX,Illumina iSeq 100,24-010726-001,24-010726-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:32,1,24-010726-001,SRP557452,,OROPHARYNGEAL SWAB,SRS25589966,False,,USA,SRR34270255,2025-06-28_06-29-39,SRR34270255.fa,Minor92,"PB1:ea2, NS:am1.2, MP:ea1, HA:ea2, PA:ea1, PB2:am23, NA:ea2, NP:am10","ea2:23-004612-024:PB1, am1.2:22-010668-001:NS, ea1:22-003707-003:MP, ea2:23-030074-013:HA, ea1:22-003707-003:PA, am23:24-010726-001:PB2, ea2:23-004612-024:NA, am10:23-032269-033:NP","99.25%, 98.93%, 99.59%, 99.47%, 99.49%, 99.74%, 99.57%, 99.60%","11, 9, 4, 9, 11, 6, 6, 6",Ran on FASTA - No Coverage Report,USA,2024
60,SRR34270256,WGS,213.05,44819435,PRJNA1207547,SAMN49684907,Viral,25662023,USDA-NVSL,2024,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444040,USA,,USA,BOBCAT,Illumina MiSeq,24-009317-002,24-009317-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:39,1,24-009317-002,SRP557452,,lung,SRS25589965,False,,USA,SRR34270256,2025-06-28_06-29-38,SRR34270256.fa,C2.1,"NS:ea1, NP:ea1, PA:am3, NA:ea2, PB2:am19, HA:ea2, PB1:am20, MP:ea1","ea1:22-003707-003:NS, ea1:22-003707-003:NP, am3:23-036657-001:PA, ea2:23-004612-024:NA, am19:23-036193-005:PB2, ea2:23-030074-013:HA, am20:23-036657-001:PB1, ea1:22-003707-003:MP","98.93%, 99.53%, 99.63%, 99.79%, 99.12%, 99.82%, 99.52%, 99.29%","9, 7, 8, 3, 20, 3, 11, 7",Ran on FASTA - No Coverage Report,USA,2024
61,SRR34270257,WGS,221.62,49664244,PRJNA1207547,SAMN49684906,Viral,26916542,USDA-NVSL,2024,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444039,USA,,USA,BOBCAT,Illumina MiSeq,24-009317-001,24-009317-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:42,1,24-009317-001,SRP557452,,brain,SRS25589964,False,,USA,SRR34270257,2025-06-28_06-29-39,SRR34270257.fa,C2.1,"PB2:am19, MP:ea1, NP:ea1, NS:ea1, PB1:am20, NA:ea2, PA:am3, HA:ea2","am19:23-036193-005:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:NP, ea1:22-003707-003:NS, am20:23-036657-001:PB1, ea2:23-004612-024:NA, am3:23-036657-001:PA, ea2:23-030074-013:HA","99.78%, 99.29%, 99.60%, 98.93%, 99.56%, 99.79%, 99.58%, 99.82%","5, 7, 6, 9, 10, 3, 9, 3",Ran on FASTA - No Coverage Report,USA,2024
62,SRR34270258,WGS,148.53,206414373,PRJNA1207547,SAMN49684905,Viral,79031026,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444038,USA,,USA,BLACK VULTURE,NextSeq 2000,25-017748-002,25-017748-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:40,1,25-017748-002,SRP557452,,CLOACAL/TRACHEAL SWAB POOL,SRS25589963,False,,USA,SRR34270258,2025-06-28_06-29-38,SRR34270258.fa,D1.1,"NA:am4N1, PB2:am24, MP:ea3, PA:am4, PB1:ea3, NS:ea3, HA:ea3, NP:am13","am4N1:24-030039-001:NA, am24:24-030039-001:PB2, ea3:22-013001-001:MP, am4:24-030039-001:PA, ea3:22-013001-001:PB1, ea3:22-013001-001:NS, ea3:22-013001-001:HA, am13:24-030039-001:NP","99.13%, 99.78%, 99.90%, 99.60%, 99.38%, 99.17%, 99.24%, 99.80%","10, 5, 1, 7, 14, 7, 13, 3",Ran on FASTA - No Coverage Report,USA,2025
63,SRR34270259,WGS,148.64,144265828,PRJNA1207547,SAMN49684904,Viral,55596251,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444037,USA,,USA,BLACK VULTURE,NextSeq 2000,25-017748-001,25-017748-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:39,1,25-017748-001,SRP557452,,CLOACAL/TRACHEAL SWAB POOL,SRS25589962,False,,USA,SRR34270259,2025-06-28_06-29-39,SRR34270259.fa,D1.1,"PB2:am24, NA:am4N1, MP:ea3, NS:ea3, PB1:ea3, PA:am4, NP:am13, HA:ea3","am24:24-030039-001:PB2, am4N1:24-030039-001:NA, ea3:22-013001-001:MP, ea3:22-013001-001:NS, ea3:22-013001-001:PB1, am4:24-030039-001:PA, am13:24-030039-001:NP, ea3:22-013001-001:HA","98.64%, 99.33%, 100.00%, 99.28%, 99.30%, 99.49%, 99.60%, 99.18%","31, 7, 0, 6, 16, 9, 6, 14",Ran on FASTA - No Coverage Report,USA,2025
65,SRR34270261,WGS,148.36,184527272,PRJNA1207547,SAMN49684902,Viral,70438887,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444035,USA,,USA,TURKEY VULTURE,NextSeq 2000,25-017667-001,25-017667-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:41,1,25-017667-001,SRP557452,,cloacal swab,SRS25589960,False,,USA,SRR34270261,2025-06-28_06-29-39,SRR34270261.fa,D1.1,"MP:ea3, NA:am4N1, NS:ea3, HA:ea3, PB1:ea3, PB2:am24, PA:am4, NP:am13","ea3:22-013001-001:MP, am4N1:24-030039-001:NA, ea3:22-013001-001:NS, ea3:22-013001-001:HA, ea3:22-013001-001:PB1, am24:24-030039-001:PB2, am4:24-030039-001:PA, am13:24-030039-001:NP","99.90%, 98.87%, 99.05%, 99.41%, 99.25%, 99.52%, 99.49%, 99.53%","1, 13, 8, 10, 17, 11, 11, 7",Ran on FASTA - No Coverage Report,USA,2025
66,SRR34270262,WGS,147.46,74065704,PRJNA1207547,SAMN49684901,Viral,29104205,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444034,USA,,USA,BLACK VULTURE,NextSeq 2000,25-017626-002,25-017626-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:37,1,25-017626-002,SRP557452,,swab,SRS25589959,False,,USA,SRR34270262,2025-06-28_06-29-39,SRR34270262.fa,D1.1,"NA:am4N1, PB1:ea3, NS:ea3, NP:am13, HA:ea3, MP:ea3, PA:am4, PB2:am24","am4N1:24-030039-001:NA, ea3:22-013001-001:PB1, ea3:22-013001-001:NS, am13:24-030039-001:NP, ea3:22-013001-001:HA, ea3:22-013001-001:MP, am4:24-030039-001:PA, am24:24-030039-001:PB2","99.04%, 99.16%, 99.17%, 99.73%, 99.30%, 100.00%, 98.57%, 99.65%","10, 19, 7, 4, 12, 0, 25, 8",Ran on FASTA - No Coverage Report,USA,2025
67,SRR34270263,WGS,147.84,126106844,PRJNA1207547,SAMN49684892,Viral,45722422,USDA-NVSL,2024,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444033,USA,,USA,RED FOX,NextSeq 2000,24-028269-001,24-028269-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:41,1,24-028269-001,SRP557452,,brain,SRS25589958,False,,USA,SRR34270263,2025-06-28_06-29-38,SRR34270263.fa,A3,"NA:ea3, NS:ea3, HA:ea3, PB1:ea3, PB2:ea3, PA:ea3, MP:ea3, NP:ea3","ea3:22-013001-001:NA, ea3:22-013001-001:NS, ea3:22-013001-001:HA, ea3:22-013001-001:PB1, ea3:22-013001-001:PB2, ea3:22-013001-001:PA, ea3:22-013001-001:MP, ea3:22-013001-001:NP","99.29%, 99.28%, 99.77%, 99.60%, 99.59%, 99.49%, 99.69%, 99.53%","10, 6, 4, 9, 3, 11, 3, 7",Ran on FASTA - No Coverage Report,USA,2024
68,SRR34270264,WGS,148.06,95651334,PRJNA1207547,SAMN49684891,Viral,29475973,USDA-NVSL,2024,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444032,USA,,USA,HARBOR SEAL,NextSeq 2000,24-026395-001,24-026395-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:37,1,24-026395-001,SRP557452,,ORAL SWAB,SRS25589957,False,,USA,SRR34270264,2025-06-28_06-29-39,SRR34270264.fa,C2.1,"HA:ea2, NS:ea1, PB2:am19, PB1:am20, NA:ea2, MP:ea1, PA:am3, NP:ea1","ea2:23-030074-013:HA, ea1:22-003707-003:NS, am19:23-036193-005:PB2, am20:23-036657-001:PB1, ea2:23-004612-024:NA, ea1:22-003707-003:MP, am3:23-036657-001:PA, ea1:22-003707-003:NP","99.65%, 98.81%, 99.91%, 99.65%, 99.57%, 99.19%, 99.53%, 99.27%","6, 10, 2, 8, 6, 8, 10, 9",Ran on FASTA - No Coverage Report,USA,2024
69,SRR34270243,WGS,146.96,151733234,PRJNA1122849,SAMN49684885,Viral,53066979,USDA-NVSL,2024,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444030,USA,,USA,OPOSSUM,NextSeq 2000,24-011942-046,24-011942-046-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:59,1,24-011942-046,SRP513512,,nasal swab,SRS25589950,False,,USA,SRR34270243,2025-06-28_06-29-38,SRR34270243.fa,B3.13,"PB2:am2.2, HA:ea1, PB1:am4, MP:ea1, NP:am8, NA:ea1, NS:am1.1, PA:ea1","am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, am4:23-001855-001:PB1, ea1:22-003707-003:MP, am8:23-032005-001:NP, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, ea1:22-003707-003:PA","98.77%, 98.71%, 98.85%, 98.88%, 99.33%, 98.93%, 98.93%, 99.07%","28, 22, 15, 11, 10, 14, 9, 20",Ran on FASTA - No Coverage Report,USA,2024
70,SRR34270146,WGS,135.31,218386974,PRJNA1102327,SAMN49684834,Viral,82419660,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443992,USA,,USA,CATTLE,NextSeq 2000,25-014358-002,25-014358-002-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:04:56,1,25-014358-002,SRP503016,,"MILK, BULK TANK",SRS25589945,False,,USA,SRR34270146,2025-06-28_06-29-38,SRR34270146.fa,B3.13,"PB2:am2.2, NP:am8, HA:ea1, NS:am1.1, PB1:am4, NA:ea1, MP:ea1, PA:ea1","am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, ea1:22-003707-003:NA, ea1:22-003707-003:MP, ea1:22-003707-003:PA","98.50%, 98.86%, 98.12%, 98.93%, 99.51%, 98.43%, 98.98%, 98.75%","34, 17, 32, 9, 11, 22, 10, 27",Ran on FASTA - No Coverage Report,USA,2025
71,SRR34270147,WGS,134.86,40079885,PRJNA1102327,SAMN49684833,Viral,15336285,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443991,USA,,USA,CATTLE,NextSeq 2000,25-014354-002,25-014354-002-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:04:57,1,25-014354-002,SRP503016,,"MILK, BULK TANK",SRS25589944,False,,USA,SRR34270147,2025-06-28_06-29-39,SRR34270147.fa,B3.13,"PB2:am2.2, NP:am8, PA:ea1, NA:ea1, HA:ea1, MP:ea1, PB1:am4, NS:am1.1","am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:PA, ea1:22-003707-003:NA, ea1:22-003707-003:HA, ea1:22-003707-003:MP, am4:23-001855-001:PB1, am1.1:22-010085-001:NS","98.37%, 98.86%, 98.79%, 98.57%, 98.18%, 98.88%, 99.42%, 98.81%","37, 17, 26, 20, 31, 11, 13, 10",Ran on FASTA - No Coverage Report,USA,2025
72,SRR34270148,WGS,137.16,368790307,PRJNA1102327,SAMN49684832,Viral,137340833,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443990,USA,,USA,CATTLE,NextSeq 2000,25-013618-007,25-013618-007-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:27,1,25-013618-007,SRP503016,,milk,SRS25589943,False,,USA,SRR34270148,2025-06-28_06-29-39,SRR34270148.fa,B3.13,"MP:ea1, NP:am8, PB1:am4, PA:ea1, PB2:am2.2, NS:am1.1, NA:ea1, HA:ea1","ea1:22-003707-003:MP, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:HA","98.88%, 98.86%, 99.51%, 98.79%, 98.46%, 98.81%, 98.65%, 98.06%","11, 17, 11, 26, 35, 10, 19, 33",Ran on FASTA - No Coverage Report,USA,2025
73,SRR34270149,WGS,136.87,51588639,PRJNA1102327,SAMN49684831,Viral,19449276,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443989,USA,,USA,CATTLE,NextSeq 2000,25-012945-002,25-012945-002-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:23,1,25-012945-002,SRP503016,,"MILK, BULK TANK",SRS25589942,False,,USA,SRR34270149,2025-06-28_06-29-39,SRR34270149.fa,B3.13,"HA:ea1, MP:ea1, NA:ea1, PA:ea1, PB2:am2.2, NP:am8, NS:am1.1, PB1:am4","ea1:22-003707-003:HA, ea1:22-003707-003:MP, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, am1.1:22-010085-001:NS, am4:23-001855-001:PB1","98.06%, 98.78%, 98.44%, 98.84%, 98.37%, 98.80%, 98.69%, 99.21%","33, 12, 22, 25, 37, 18, 11, 18",Ran on FASTA - No Coverage Report,USA,2025
74,SRR34270150,WGS,146.41,26720082,PRJNA1102327,SAMN49684884,Viral,9050231,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443988,USA,,USA,CATTLE,Illumina iSeq 100,25-017893-002,25-017893-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:21,1,25-017893-002,SRP503016,,"MILK, BULK TANK",SRS25589941,False,,USA,SRR34270150,2025-06-28_06-29-39,SRR34270150.fa,B3.13,"NP:am8, PB1:am4, PA:ea1, NA:ea1, NS:am1.1, HA:ea1, PB2:am2.2, MP:ea1","am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP","98.93%, 99.47%, 98.75%, 98.51%, 98.93%, 98.24%, 98.51%, 98.98%","16, 12, 27, 21, 9, 30, 34, 10",Ran on FASTA - No Coverage Report,USA,2025
75,SRR34270151,WGS,147.83,105486415,PRJNA1102327,SAMN49684883,Viral,34780645,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443987,USA,,USA,CATTLE,Illumina iSeq 100,25-017892-004,25-017892-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:27,1,25-017892-004,SRP503016,,"MILK, BULK TANK",SRS25589939,False,,USA,SRR34270151,2025-06-28_06-29-39,SRR34270151.fa,B3.13,"MP:ea1, HA:ea1, NS:am1.1, NP:am8, NA:ea1, PA:ea1, PB1:am4, PB2:am2.2","ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, am8:23-032005-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2","98.98%, 98.24%, 98.93%, 98.80%, 98.58%, 98.70%, 99.52%, 98.47%","10, 30, 9, 18, 20, 28, 11, 35",Ran on FASTA - No Coverage Report,USA,2025
76,SRR34270152,WGS,147.61,53059962,PRJNA1102327,SAMN49684882,Viral,17834894,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443986,USA,,USA,CATTLE,Illumina iSeq 100,25-017891-001,25-017891-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:29,1,25-017891-001,SRP503016,,"MILK, BULK TANK",SRS25589940,False,,USA,SRR34270152,2025-06-28_06-29-39,SRR34270152.fa,B3.13,"PB1:am4, HA:ea1, NA:ea1, NS:am1.1, PA:ea1, NP:am8, PB2:am2.2, MP:ea1","am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP","99.47%, 98.24%, 98.65%, 98.81%, 98.33%, 98.86%, 98.55%, 98.98%","12, 30, 19, 10, 36, 17, 33, 10",Ran on FASTA - No Coverage Report,USA,2025
77,SRR34270153,WGS,148.21,51021538,PRJNA1102327,SAMN49684881,Viral,17014792,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443985,USA,,USA,CATTLE,Illumina iSeq 100,25-017889-001,25-017889-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:27,1,25-017889-001,SRP503016,,"MILK, BULK TANK",SRS25589938,False,,USA,SRR34270153,2025-06-28_06-29-38,SRR34270153.fa,B3.13,"PB1:am4, NA:ea1, MP:ea1, NP:am8, PB2:am2.2, PA:ea1, HA:ea1, NS:am1.1","am4:23-001855-001:PB1, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-010085-001:NS","99.47%, 98.58%, 98.98%, 98.93%, 98.55%, 98.84%, 98.24%, 98.81%","12, 20, 10, 16, 33, 25, 30, 10",Ran on FASTA - No Coverage Report,USA,2025
78,SRR34270154,WGS,148.08,71460877,PRJNA1102327,SAMN49684880,Viral,23658863,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443984,USA,,USA,CATTLE,Illumina iSeq 100,25-017887-001,25-017887-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:28,1,25-017887-001,SRP503016,,"MILK, BULK TANK",SRS25589937,False,,USA,SRR34270154,2025-06-28_06-29-39,SRR34270154.fa,B3.13,"NS:am1.1, PB1:am4, HA:ea1, PA:ea1, NA:ea1, PB2:am2.2, NP:am8, MP:ea1","am1.1:22-010085-001:NS, am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:PA, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:MP","98.81%, 99.38%, 98.18%, 98.79%, 98.65%, 98.42%, 98.86%, 98.98%","10, 14, 31, 26, 19, 36, 17, 10",Ran on FASTA - No Coverage Report,USA,2025
79,SRR34270155,WGS,147.69,60512717,PRJNA1102327,SAMN49684879,Viral,20096373,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443983,USA,,USA,CATTLE,Illumina iSeq 100,25-017884-002,25-017884-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:29,1,25-017884-002,SRP503016,,"MILK, BULK TANK",SRS25589936,False,,USA,SRR34270155,2025-06-28_06-29-39,SRR34270155.fa,B3.13,"NS:am1.1, MP:ea1, NP:am8, PB1:am4, HA:ea1, PB2:am2.2, PA:ea1, NA:ea1","am1.1:22-010085-001:NS, ea1:22-003707-003:MP, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, ea1:22-003707-003:NA","98.93%, 98.98%, 98.80%, 99.38%, 98.12%, 98.38%, 98.84%, 98.58%","9, 10, 18, 14, 32, 37, 25, 20",Ran on FASTA - No Coverage Report,USA,2025
80,SRR34270156,WGS,146.87,64481237,PRJNA1102327,SAMN49684878,Viral,21513547,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443982,USA,,USA,CATTLE,Illumina iSeq 100,25-017880-004,25-017880-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:28,1,25-017880-004,SRP503016,,"MILK, BULK TANK",SRS25589932,False,,USA,SRR34270156,2025-06-28_06-29-38,SRR34270156.fa,B3.13,"PB2:am2.2, NA:ea1, PB1:am4, PA:ea1, HA:ea1, NS:am1.1, NP:am8, MP:ea1","am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, am8:23-032005-001:NP, ea1:22-003707-003:MP","98.38%, 98.72%, 99.38%, 98.88%, 98.18%, 98.69%, 98.93%, 98.88%","37, 18, 14, 24, 31, 11, 16, 11",Ran on FASTA - No Coverage Report,USA,2025
81,SRR34270157,WGS,148.21,80963226,PRJNA1102327,SAMN49684877,Viral,26650502,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443981,USA,,USA,CATTLE,Illumina iSeq 100,25-017874-001,25-017874-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:32,1,25-017874-001,SRP503016,,"MILK, BULK TANK",SRS25589934,False,,USA,SRR34270157,2025-06-28_06-29-39,SRR34270157.fa,B3.13,"MP:ea1, PB1:am4, PA:ea1, PB2:am2.2, HA:ea1, NP:am8, NS:am1.1, NA:ea1","ea1:22-003707-003:MP, am4:23-001855-001:PB1, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:NA","98.98%, 99.47%, 98.79%, 98.55%, 98.12%, 98.93%, 98.69%, 98.44%","10, 12, 26, 33, 32, 16, 11, 22",Ran on FASTA - No Coverage Report,USA,2025
82,SRR34270158,WGS,148.62,148962358,PRJNA1102327,SAMN49684876,Viral,56847978,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443980,USA,,USA,CHICKEN,NextSeq 2000,25-017727-003,25-017727-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:36,1,25-017727-003,SRP503016,,OROPHARYNGEAL SWAB,SRS25589935,False,,USA,SRR34270158,2025-06-28_06-29-39,SRR34270158.fa,B3.13,"PA:ea1, NA:ea1, MP:ea1, NP:am8, NS:am1.1, HA:ea1, PB2:am2.2, PB1:am4","ea1:22-003707-003:PA, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1","98.75%, 98.51%, 98.98%, 98.80%, 98.81%, 98.18%, 98.55%, 99.56%","27, 21, 10, 18, 10, 31, 33, 10",Ran on FASTA - No Coverage Report,USA,2025
83,SRR34270159,WGS,148.61,144366167,PRJNA1102327,SAMN49684875,Viral,53444446,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443979,USA,,USA,DUCK,NextSeq 2000,25-017727-002,25-017727-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:32,1,25-017727-002,SRP503016,,cloacal swab,SRS25589933,False,,USA,SRR34270159,2025-06-28_06-29-39,SRR34270159.fa,B3.13,"PB2:am2.2, NP:am8, NA:ea1, NS:am1.1, HA:ea1, PB1:am4, PA:ea1, MP:ea1","am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:MP","98.55%, 98.86%, 98.51%, 98.81%, 98.24%, 99.56%, 98.75%, 98.98%","33, 17, 21, 10, 30, 10, 27, 10",Ran on FASTA - No Coverage Report,USA,2025
84,SRR34270160,WGS,136.05,47218749,PRJNA1102327,SAMN49684830,Viral,17742014,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443978,USA,,USA,CATTLE,NextSeq 2000,25-012939-004,25-012939-004-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:29,1,25-012939-004,SRP503016,,"MILK, BULK TANK",SRS25589931,False,,USA,SRR34270160,2025-06-28_06-29-38,SRR34270160.fa,B3.13,"MP:ea1, PA:ea1, HA:ea1, PB1:am4, NP:am8, NS:am1.1, NA:ea1, PB2:am2.2","ea1:22-003707-003:MP, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2","98.76%, 98.74%, 98.41%, 99.34%, 98.86%, 99.16%, 98.57%, 98.46%","12, 27, 27, 15, 17, 7, 20, 35",Ran on FASTA - No Coverage Report,USA,2025
