,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,serotype,isolation_source,BioSample Accession,is_retracted,retraction_detection_date_utc,name_state,sample,date,File Name,Genotype,"Genotype List Used, >=98.0%",Genotype Sample Title List,Genotype Percent Match List,Genotype Mismatch List,Genotype Average Depth of Coverage List,Geo_Location,Collection_Date_Specific
51,SRR33830385,WGS,148.54,102773773,PRJNA1102327,SAMN48895482,Viral,40648827,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051369,USA,,USA,CATTLE,NextSeq 2000,25-015748-002,25-015748-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:45,1,25-015748-002,SRP503016,,"MILK, BULK TANK",SRS25266525,False,,USA,SRR33830385,2025-06-06_07-56-21,SRR33830385.fa,B3.13,"PB2:am2.2, NS:am1.1, NA:ea1, MP:ea1, PA:ea1, NP:am8, HA:ea1, PB1:am4","am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:MP, ea1:22-003707-003:PA, am8:23-032005-001:NP, ea1:22-003707-003:HA, am4:23-001855-001:PB1","98.55%, 98.81%, 98.58%, 98.88%, 98.88%, 98.93%, 98.18%, 99.56%","33, 10, 20, 11, 24, 16, 31, 10",Ran on FASTA - No Coverage Report,USA,2025
52,SRR33830386,WGS,148.78,144657005,PRJNA1102327,SAMN48895481,Viral,56125171,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051368,USA,,USA,CATTLE,NextSeq 2000,25-015739-002,25-015739-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:44,1,25-015739-002,SRP503016,,"MILK, BULK TANK",SRS25266524,False,,USA,SRR33830386,2025-06-06_07-56-20,SRR33830386.fa,B3.13,"HA:ea1, NS:am1.1, NP:am8, PB2:am2.2, PB1:am4, MP:ea1, PA:ea1, NA:ea1","ea1:22-003707-003:HA, am1.1:22-010085-001:NS, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, ea1:22-003707-003:MP, ea1:22-003707-003:PA, ea1:22-003707-003:NA","98.12%, 98.93%, 98.93%, 98.55%, 99.52%, 98.98%, 98.84%, 98.58%","32, 9, 16, 33, 11, 10, 25, 20",Ran on FASTA - No Coverage Report,USA,2025
53,SRR33830387,WGS,148.62,126804433,PRJNA1102327,SAMN48895480,Viral,50010994,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051367,USA,,USA,CATTLE,NextSeq 2000,25-015739-001,25-015739-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:49,1,25-015739-001,SRP503016,,"MILK, BULK TANK",SRS25266523,False,,USA,SRR33830387,2025-06-06_07-56-21,SRR33830387.fa,B3.13,"HA:ea1, PB2:am2.2, NS:am1.1, NP:am8, PB1:am4, PA:ea1, NA:ea1, MP:ea1","ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:NA, ea1:22-003707-003:MP","98.18%, 98.55%, 98.93%, 98.93%, 99.52%, 98.84%, 98.65%, 98.98%","31, 33, 9, 16, 11, 25, 19, 10",Ran on FASTA - No Coverage Report,USA,2025
54,SRR33830388,WGS,148.6,77510206,PRJNA1102327,SAMN48895479,Viral,30659358,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051366,USA,,USA,CATTLE,NextSeq 2000,25-015738-001,25-015738-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:49,1,25-015738-001,SRP503016,,"MILK, BULK TANK",SRS25266522,False,,USA,SRR33830388,2025-06-06_07-56-21,SRR33830388.fa,B3.13,"PB2:am2.2, PB1:am4, HA:ea1, NA:ea1, NS:am1.1, PA:ea1, NP:am8, MP:ea1","am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, am8:23-032005-001:NP, ea1:22-003707-003:MP","98.47%, 99.43%, 98.18%, 98.58%, 98.81%, 98.75%, 98.93%, 98.98%","35, 13, 31, 20, 10, 27, 16, 10",Ran on FASTA - No Coverage Report,USA,2025
55,SRR33830389,WGS,148.88,100742087,PRJNA1102327,SAMN48895478,Viral,39891728,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051365,USA,,USA,CATTLE,NextSeq 2000,25-015736-002,25-015736-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:46,1,25-015736-002,SRP503016,,"MILK, BULK TANK",SRS25266521,False,,USA,SRR33830389,2025-06-06_07-56-20,SRR33830389.fa,B3.13,"PA:ea1, MP:ea1, NS:am1.1, HA:ea1, PB2:am2.2, NA:ea1, PB1:am4, NP:am8","ea1:22-003707-003:PA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am4:23-001855-001:PB1, am8:23-032005-001:NP","98.70%, 98.98%, 98.93%, 98.24%, 98.55%, 98.65%, 99.52%, 98.86%","28, 10, 9, 30, 33, 19, 11, 17",Ran on FASTA - No Coverage Report,USA,2025
56,SRR33830390,WGS,148.61,103426601,PRJNA1102327,SAMN48895477,Viral,41096404,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051364,USA,,USA,CATTLE,NextSeq 2000,25-015734-004,25-015734-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:40,1,25-015734-004,SRP503016,,"MILK, BULK TANK",SRS25266520,False,,USA,SRR33830390,2025-06-06_07-56-20,SRR33830390.fa,B3.13,"NS:am1.1, PA:ea1, HA:ea1, NP:am8, PB1:am4, MP:ea1, NA:ea1, PB2:am2.2","am1.1:22-010085-001:NS, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:MP, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2","98.93%, 98.79%, 98.18%, 98.93%, 99.56%, 98.98%, 98.51%, 98.51%","9, 26, 31, 16, 10, 10, 21, 34",Ran on FASTA - No Coverage Report,USA,2025
57,SRR33830391,WGS,147.31,159889345,PRJNA1102327,SAMN48895476,Viral,61970189,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051363,USA,,USA,CATTLE,NextSeq 2000,25-015734-002,25-015734-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:41,1,25-015734-002,SRP503016,,"MILK, BULK TANK",SRS25266519,False,,USA,SRR33830391,2025-06-06_07-56-21,SRR33830391.fa,B3.13,"PB1:am4, PB2:am2.2, NS:am1.1, PA:ea1, HA:ea1, NA:ea1, MP:ea1, NP:am8","am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am8:23-032005-001:NP","99.56%, 98.51%, 98.93%, 98.79%, 98.18%, 98.58%, 98.98%, 98.93%","10, 34, 9, 26, 31, 20, 10, 16",Ran on FASTA - No Coverage Report,USA,2025
58,SRR33830392,WGS,148.11,144261568,PRJNA1102327,SAMN48895475,Viral,56588852,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051362,USA,,USA,CATTLE,NextSeq 2000,25-015730-002,25-015730-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:41,1,25-015730-002,SRP503016,,"MILK, BULK TANK",SRS25266518,False,,USA,SRR33830392,2025-06-06_07-56-21,SRR33830392.fa,B3.13,"PB2:am2.2, PA:ea1, MP:ea1, HA:ea1, PB1:am4, NP:am8, NS:am1.1, NA:ea1","am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:NA","98.47%, 98.84%, 98.88%, 98.18%, 99.47%, 98.80%, 98.81%, 98.23%","35, 25, 11, 31, 12, 18, 10, 25",Ran on FASTA - No Coverage Report,USA,2025
59,SRR33830393,WGS,148.01,138802798,PRJNA1102327,SAMN48895474,Viral,54537598,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051361,USA,,USA,CATTLE,NextSeq 2000,25-015724-003,25-015724-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:45,1,25-015724-003,SRP503016,,"MILK, BULK TANK",SRS25266517,False,,USA,SRR33830393,2025-06-06_07-56-21,SRR33830393.fa,B3.13,"PB1:am4, HA:ea1, PB2:am2.2, NA:ea1, NS:am1.1, NP:am8, PA:ea1, MP:ea1","am4:23-001855-001:PB1, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, am8:23-032005-001:NP, ea1:22-003707-003:PA, ea1:22-003707-003:MP","99.34%, 98.30%, 98.47%, 98.86%, 99.05%, 99.00%, 98.93%, 98.68%","15, 29, 35, 16, 8, 15, 23, 13",Ran on FASTA - No Coverage Report,USA,2025
60,SRR33830394,WGS,142.51,361871299,PRJNA1102327,SAMN48895420,Viral,140909322,USDA-NVSL,2024,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051360,USA,,USA,CATTLE,NextSeq 2000,24-037350-001-tile,24-037350-001-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:49,1,24-037350-001-tile,SRP503016,,milk,SRS25266516,False,,USA,SRR33830394,2025-06-06_07-56-20,SRR33830394.fa,B3.13,"PA:ea1, MP:ea1, NS:am1.1, NP:am8, PB1:am4, NA:ea1, PB2:am2.2, HA:ea1","ea1:22-003707-003:PA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA","98.93%, 98.98%, 99.17%, 98.86%, 99.52%, 98.72%, 98.64%, 98.36%","23, 10, 7, 17, 11, 18, 31, 28",Ran on FASTA - No Coverage Report,USA,2024
62,SRR33830396,WGS,147.69,144398602,PRJNA1102327,SAMN48895472,Viral,56514561,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051358,USA,,USA,CATTLE,NextSeq 2000,25-015723-001,25-015723-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:41,1,25-015723-001,SRP503016,,"MILK, BULK TANK",SRS25266514,False,,USA,SRR33830396,2025-06-06_07-56-21,SRR33830396.fa,B3.13,"NP:am8, NS:am1.1, MP:ea1, PB1:am4, HA:ea1, PA:ea1, PB2:am2.2, NA:ea1","am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA","99.00%, 99.05%, 98.68%, 99.34%, 98.24%, 98.93%, 98.55%, 98.79%","15, 8, 13, 15, 30, 23, 33, 17",Ran on FASTA - No Coverage Report,USA,2025
63,SRR33830397,WGS,147.68,135570333,PRJNA1102327,SAMN48895471,Viral,52682906,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051357,USA,,USA,CATTLE,NextSeq 2000,25-015713-005,25-015713-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:47,1,25-015713-005,SRP503016,,"MILK, BULK TANK",SRS25266513,False,,USA,SRR33830397,2025-06-06_07-56-20,SRR33830397.fa,B3.13,"PB2:am2.2, HA:ea1, PB1:am4, NA:ea1, NP:am8, PA:ea1, NS:am1.1, MP:ea1","am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, am4:23-001855-001:PB1, ea1:22-003707-003:NA, am8:23-032005-001:NP, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP","98.55%, 98.42%, 99.38%, 98.65%, 98.93%, 98.79%, 99.05%, 98.78%","33, 27, 14, 19, 16, 26, 8, 12",Ran on FASTA - No Coverage Report,USA,2025
64,SRR33830398,WGS,148.31,112049543,PRJNA1102327,SAMN48895470,Viral,44113907,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051356,USA,,USA,CATTLE,NextSeq 2000,25-015713-004,25-015713-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:56,1,25-015713-004,SRP503016,,"MILK, BULK TANK",SRS25266512,False,,USA,SRR33830398,2025-06-06_07-56-21,SRR33830398.fa,B3.13,"PB1:am4, NP:am8, NA:ea1, MP:ea1, PB2:am2.2, NS:am1.1, PA:ea1, HA:ea1","am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, ea1:22-003707-003:HA","99.38%, 98.93%, 98.65%, 98.78%, 98.55%, 99.05%, 98.79%, 98.36%","14, 16, 19, 12, 33, 8, 26, 28",Ran on FASTA - No Coverage Report,USA,2025
65,SRR33830399,WGS,148.48,131052490,PRJNA1102327,SAMN48895469,Viral,51227567,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051355,USA,,USA,CATTLE,NextSeq 2000,25-015704-001,25-015704-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:45,1,25-015704-001,SRP503016,,milk,SRS25266511,False,,USA,SRR33830399,2025-06-06_07-56-21,SRR33830399.fa,B3.13,"PB1:am4, NA:ea1, HA:ea1, NS:am1.1, PB2:am2.2, NP:am8, PA:ea1, MP:ea1","am4:23-001855-001:PB1, ea1:22-003707-003:NA, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:PA, ea1:22-003707-003:MP","99.21%, 98.51%, 98.06%, 98.69%, 98.33%, 98.93%, 98.88%, 98.88%","18, 21, 33, 11, 38, 16, 24, 11",Ran on FASTA - No Coverage Report,USA,2025
66,SRR33830400,WGS,147.73,105881425,PRJNA1102327,SAMN48895468,Viral,41912478,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051354,USA,,USA,CATTLE,NextSeq 2000,25-015696-002,25-015696-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:43,1,25-015696-002,SRP503016,,milk,SRS25266510,False,,USA,SRR33830400,2025-06-06_07-56-20,SRR33830400.fa,B3.13,"MP:ea1, NS:am1.1, PB2:am2.2, PA:ea1, HA:ea1, NP:am8, NA:ea1, PB1:am4","ea1:22-003707-003:MP, am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am8:23-032005-001:NP, ea1:22-003707-003:NA, am4:23-001855-001:PB1","98.88%, 98.93%, 98.73%, 98.75%, 98.23%, 98.86%, 98.65%, 98.90%","11, 9, 29, 27, 30, 17, 19, 15",Ran on FASTA - No Coverage Report,USA,2025
67,SRR33830401,WGS,148.54,131092024,PRJNA1102327,SAMN48895467,Viral,51879427,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051353,USA,,USA,CATTLE,NextSeq 2000,25-015696-001,25-015696-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:46,1,25-015696-001,SRP503016,,milk,SRS25266509,False,,USA,SRR33830401,2025-06-06_07-56-20,SRR33830401.fa,B3.13,"NA:ea1, PB2:am2.2, MP:ea1, HA:ea1, NP:am8, NS:am1.1, PA:ea1, PB1:am4","ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, am4:23-001855-001:PB1","98.65%, 98.68%, 98.88%, 98.24%, 98.93%, 98.93%, 98.70%, 99.38%","19, 30, 11, 30, 16, 9, 28, 14",Ran on FASTA - No Coverage Report,USA,2025
68,SRR33830402,WGS,148.35,115897576,PRJNA1102327,SAMN48895466,Viral,45777395,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051352,USA,,USA,CATTLE,NextSeq 2000,25-015689-004,25-015689-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:41,1,25-015689-004,SRP503016,,"MILK, BULK TANK",SRS25266508,False,,USA,SRR33830402,2025-06-06_07-56-20,SRR33830402.fa,B3.13,"HA:ea1, NS:am1.1, MP:ea1, PA:ea1, NP:am8, PB1:am4, NA:ea1, PB2:am2.2","ea1:22-003707-003:HA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:PA, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2","98.18%, 98.81%, 98.98%, 98.84%, 98.86%, 99.47%, 98.58%, 98.51%","31, 10, 10, 25, 17, 12, 20, 34",Ran on FASTA - No Coverage Report,USA,2025
69,SRR33830403,WGS,148.29,112596796,PRJNA1102327,SAMN48895465,Viral,43940188,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051351,USA,,USA,CATTLE,NextSeq 2000,25-015689-003,25-015689-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:45,1,25-015689-003,SRP503016,,"MILK, BULK TANK",SRS25266507,False,,USA,SRR33830403,2025-06-06_07-56-20,SRR33830403.fa,B3.13,"MP:ea1, NS:am1.1, PB1:am4, NP:am8, PB2:am2.2, HA:ea1, PA:ea1, NA:ea1","ea1:22-003707-003:MP, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:PA, ea1:22-003707-003:NA","98.88%, 98.81%, 99.56%, 98.73%, 98.42%, 98.30%, 98.79%, 98.58%","11, 10, 10, 19, 36, 29, 26, 20",Ran on FASTA - No Coverage Report,USA,2025
70,SRR33830404,WGS,148.01,114106379,PRJNA1102327,SAMN48895464,Viral,44602903,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051350,USA,,USA,CATTLE,NextSeq 2000,25-015689-002,25-015689-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:44,1,25-015689-002,SRP503016,,"MILK, BULK TANK",SRS25266506,False,,USA,SRR33830404,2025-06-06_07-56-21,SRR33830404.fa,B3.13,"HA:ea1, PB2:am2.2, NA:ea1, NS:am1.1, PB1:am4, NP:am8, PA:ea1, MP:ea1","ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:PA, ea1:22-003707-003:MP","98.24%, 98.51%, 98.72%, 98.93%, 99.56%, 98.80%, 98.79%, 98.88%","30, 34, 18, 9, 10, 18, 26, 11",Ran on FASTA - No Coverage Report,USA,2025
71,SRR33830405,WGS,137.51,152013595,PRJNA1102327,SAMN48895419,Viral,58832217,USDA-NVSL,2024,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051349,USA,,USA,CATTLE,NextSeq 2000,24-036764-003-tile,24-036764-003-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:44,1,24-036764-003-tile,SRP503016,,"MILK, BULK TANK",SRS25266505,False,,USA,SRR33830405,2025-06-06_07-56-21,SRR33830405.fa,B3.13,"HA:ea1, NP:am8, PB2:am2.2, PB1:am4, MP:ea1, NS:am1.1, PA:ea1, NA:ea1","ea1:22-003707-003:HA, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, ea1:22-003707-003:NA","98.82%, 99.00%, 98.64%, 99.38%, 98.98%, 98.93%, 98.93%, 98.86%","12, 15, 31, 14, 10, 9, 23, 16",Ran on FASTA - No Coverage Report,USA,2024
72,SRR33830406,WGS,148.17,108954549,PRJNA1102327,SAMN48895463,Viral,42965072,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051348,USA,,USA,CATTLE,NextSeq 2000,25-015689-001,25-015689-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:45,1,25-015689-001,SRP503016,,"MILK, BULK TANK",SRS25266504,False,,USA,SRR33830406,2025-06-06_07-56-21,SRR33830406.fa,B3.13,"MP:ea1, PB2:am2.2, PB1:am4, NA:ea1, NP:am8, NS:am1.1, PA:ea1, HA:ea1","ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, ea1:22-003707-003:NA, am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, ea1:22-003707-003:HA","98.88%, 98.51%, 99.56%, 98.65%, 98.73%, 98.81%, 98.79%, 98.24%","11, 34, 10, 19, 19, 10, 26, 30",Ran on FASTA - No Coverage Report,USA,2025
73,SRR33830407,WGS,147.56,90936421,PRJNA1102327,SAMN48895462,Viral,35591443,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051347,USA,,USA,CATTLE,NextSeq 2000,25-015688-002,25-015688-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:43,1,25-015688-002,SRP503016,,"MILK, BULK TANK",SRS25266503,False,,USA,SRR33830407,2025-06-06_07-56-20,SRR33830407.fa,B3.13,"PA:ea1, NS:am1.1, NA:ea1, PB2:am2.2, MP:ea1, NP:am8, PB1:am4, HA:ea1","ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:HA","98.88%, 98.93%, 98.65%, 98.36%, 98.98%, 98.80%, 99.47%, 98.24%","24, 9, 19, 37, 10, 18, 12, 30",Ran on FASTA - No Coverage Report,USA,2025
74,SRR33830408,WGS,148.65,93605029,PRJNA1102327,SAMN48895461,Viral,37085020,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051346,USA,,USA,CATTLE,NextSeq 2000,25-015686-009,25-015686-009-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:42,1,25-015686-009,SRP503016,,"MILK, BULK TANK",SRS25266502,False,,USA,SRR33830408,2025-06-06_07-56-21,SRR33830408.fa,B3.13,"NA:ea1, PA:ea1, NP:am8, NS:am1.1, PB1:am4, PB2:am2.2, HA:ea1, MP:ea1","ea1:22-003707-003:NA, ea1:22-003707-003:PA, am8:23-032005-001:NP, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:MP","98.58%, 98.79%, 98.66%, 98.93%, 99.52%, 98.51%, 98.12%, 98.98%","20, 26, 20, 9, 11, 34, 32, 10",Ran on FASTA - No Coverage Report,USA,2025
75,SRR33830409,WGS,148.18,103140926,PRJNA1102327,SAMN48895460,Viral,40807898,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051345,USA,,USA,CATTLE,NextSeq 2000,25-015686-008,25-015686-008-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:55,1,25-015686-008,SRP503016,,"MILK, BULK TANK",SRS25266501,False,,USA,SRR33830409,2025-06-06_07-56-20,SRR33830409.fa,B3.13,"NS:am1.1, PB2:am2.2, PB1:am4, NP:am8, NA:ea1, MP:ea1, HA:ea1, PA:ea1","am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:PA","98.93%, 98.55%, 99.56%, 98.86%, 98.65%, 98.98%, 98.00%, 98.51%","9, 33, 10, 17, 19, 10, 34, 32",Ran on FASTA - No Coverage Report,USA,2025
76,SRR33830410,WGS,148.62,133972186,PRJNA1102327,SAMN48895459,Viral,52635569,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051344,USA,,USA,CATTLE,NextSeq 2000,25-015686-007,25-015686-007-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:55,1,25-015686-007,SRP503016,,"MILK, BULK TANK",SRS25266500,False,,USA,SRR33830410,2025-06-06_07-56-20,SRR33830410.fa,B3.13,"MP:ea1, PB2:am2.2, HA:ea1, NP:am8, PB1:am4, PA:ea1, NA:ea1, NS:am1.1","ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:NA, am1.1:22-010085-001:NS","98.98%, 98.51%, 98.18%, 98.93%, 99.56%, 98.84%, 98.65%, 98.93%","10, 34, 31, 16, 10, 25, 19, 9",Ran on FASTA - No Coverage Report,USA,2025
