,Unnamed: 0,wild_avian,domestic_avian,cattle,feline,other_mammal,human,other,pet_food,new
994,994.0,manx shearwater,,,,,mogilev,,,
995,995.0,wild bird,,,,,astros.gr,,,
996,996.0,neotropic cormorant,,,,,nove_zamky,,,
997,997.0,seabird,,,,,auxonne,,,
998,998.0,american-kestrel,,,,,katerini,,,
999,999.0,wild duck,,,,,ogmore,,,
1000,1000.0,vulture black,,,,,ilfov,,,
1001,1001.0,falcon peregrine,,,,,gostivar,,,
1002,1002.0,vulture not otherwise specified,,,,,donetsk4543,,,
1003,1003.0,hawk swainson s,,,,,s.petersburg,,,
1004,1004.0,owl great horned,,,,,llanon,,,
1005,1005.0,teal not otherwise specified,,,,,minsk,,,
1006,1006.0,vulture turkey,,,,,st.-petersburg,,,
1007,1007.0,teal green winged,,,,,treharris,,,
1008,1008.0,eagle bald,,,,,larochelle,,,
1009,1009.0,duck mallard,,,,,klaipeda,,,
1010,1010.0,gull ring billed,,,,,christchurch,,,
1011,1011.0,goose canada,,,,,girona,,,
1012,1012.0,teal blue winged,,,,,genova,,,
1013,1013.0,pelican american white,,,,,ferryside,,,
1014,1014.0,northern fulmar,,,,,friuliveneziagiulia,,,
1015,1015.0,gadwall duck,,,,,avignon,,,
1016,1016.0,golden eagle,,,,,skopje,,,
1017,1017.0,south polar skua,,,,,soltsy,,,
1018,1018.0,great shearwater,,,,,suceava,,,
1019,1019.0,black-billed magpie,,,,,abercynon,,,
1020,1020.0,atlantic puffin,,,,,saint_martin,,,
1021,1021.0,rosy-billed pochard,,,,,sumy,,,
1022,1022.0,franklins gull,,,,,marseille,,,
1023,1023.0,collared plover,,,,,bcuresti,,,
1024,1024.0,california gull,,,,,landstuhl,,,
1025,1025.0,northwestern crow,,,,,kavala,,,
1026,1026.0,greater yellowlegs,,,,,llanfynydd,,,
1027,1027.0,common barn owl,,,,,cheb,,,
1028,1028.0,coopers hawk,,,,,cwmdu,,,
1029,1029.0,ferruginous hawk,,,,,ialomita,,,
1030,1030.0,great grey owl,,,,,edessa,,,
1031,1031.0,common murre,,,,,hradec_kralove,,,
1032,1032.0,ruffed grouse,,,,,tulle,,,
1033,1033.0,emperor goose,,,,,tumble,,,
1034,1034.0,iceland gull,,,,,staraya_russa,,,
1035,1035.0,irere,,,,,lamia_gr,,,
1036,1036.0,antarctic_shag,,,,,mari_el,,,
1037,1037.0,pigeon_guillemot,,,,,galanta,,,
1038,1038.0,rosy-billed_pochard,,,,,eglwyswrw,,,
1039,1039.0,skua,,,,,levice,,,
1040,1040.0,red breasted goose,,,,,romaiss,,,
1041,1041.0,wild goose,,,,,nimes,,,
1042,1042.0,wigeon american,,,,,whitland,,,
1043,1043.0,strigiformes sp,,,,,roanne,,,
1044,1044.0,nene goose,,,,,xanthi,,,
1045,1045.0,corvidae sp,,,,,monkton,,,
1046,1046.0,mourning dove,,,,,tregaron,,,
1047,1047.0,anser sp,,,,,alexandroupolis,,,
1048,1048.0,duck wood,,,,,harlow,,,
1049,1049.0,american blue winged teal,,,,,salaj,,,
1050,1050.0,aves sp,,,,,holyhead,,,
1051,1051.0,strix varia,,,,,coimbra_pt,,,
1052,1052.0,phalacrocoracidae sp,,,,,sastin-straze,,,
1053,1053.0,great black backed gulll,,,,,cwmaman,,,
1054,1054.0,gull glaucous,,,,,pirgos,,,
1055,1055.0,corvus sp,,,,,sibiu,,,
1056,1056.0,hermit thrush,,,,,dunajska_streda,,,
1057,1057.0,cygnus sp,,,,,herakleion_gr,,,
1058,1058.0,duck american black,,,,,vicenza-italy,,,
1059,1059.0,pelecanidae sp,,,,,teleorman,,,
1060,1060.0,teal cinnamon,,,,,tetovo,,,
1061,1061.0,duck pintail,,,,,nitra,,,
1062,1062.0,numididae sp,,,,,wenvoe,,,
1063,1063.0,anas crecca,,,,,dinas_powys,,,
1064,1064.0,whooping crane,,,,,borth,,,
1065,1065.0,kittiwake black legged,,,,,pencae,,,
1066,1066.0,phasianidae sp,,,,,moscowv,,,
1067,1067.0,anas sp,,,,,livadeia_gr,,,
1068,1068.0,american widgeon,,,,,dolj,,,
1069,1069.0,runner duck,,,,,pentre,,,
1070,1070.0,pelecanus occidentalis,,,,,la_rochelle,,,
1071,1071.0,laridae sp,,,,,bryncethin,,,
1072,1072.0,cathartidae sp,,,,,poltava,,,
1073,1073.0,callipepla sp,,,,,alba-iulia,,,
1074,1074.0,accipitridae sp,,,,,ludlow,,,
1075,1075.0,white winged scoter,,,,,krupina,,,
1076,1076.0,american green winged teal,,,,,st.petersburg_oblast,,,
1077,1077.0,arinae sp,,,,,bargoed,,,
1078,1078.0,duck ring necked,,,,,firenze,,,
1079,1079.0,gadwell,,,,,vilyuchinsk,,,
1080,1080.0,cygnus buccinator,,,,,zakarpattya,,,
1081,1081.0,shoveler northern,,,,,verona-italy,,,
1082,1082.0,whooping_crane,,,,,lleida,,,
1083,1083.0,furnarius rufus,,,,,caerwys,,,
1084,1084.0,dendrocygna viduata,,,,,kavala.gr,,,
1085,1085.0,dalmatian pelican,,,,,larisa.gr,,,
1086,1086.0,common gull,,,,,lesvos_island.gr,,,
1087,1087.0,greater_black_backed_gull,,,,,braila,,,
1088,1088.0,chinstrap_penguin,,,,,calarasi,,,
1089,1089.0,northern_raven,,,,,usti_208,,,
1090,1090.0,chionis_albus,,,,,zhizdra,,,
1091,1091.0,brazilian_teal,,,,,rhodes_island.gr,,,
1092,1092.0,red_shoveler,,,,,st_brides_major,,,
1093,1093.0,american_herring_gull,,,,,cwmavon,,,
1094,1094.0,long-tailed_duck,,,,,lipetsk_oblast,,,
1095,1095.0,woodpeckers,,,,,rostov_oblast,,,
1096,1096.0,yellow-billed_pintail,,,,,iraklio.gr,,,
1097,1097.0,white-cheeked_pintail,,,,,prengwyn,,,
1098,1098.0,lesser_black_backed_gull,,,,,mcensk,,,
1099,1099.0,semipalmated_sandpiper,,,,,tarragona,,,
1100,1100.0,yellow-billed_teal,,,,,vimmerby,,,
1101,1101.0,ringed_teal,,,,,north_ossetia-alania,,,
1102,1102.0,shorebird,,,,,crimea,,,
1103,1103.0,canvasback_cuck,,,,,treffgarne,,,
1104,1104.0,calidris_fuscicollis,,,,,le_cannet,,,
1105,1105.0,sterna_paradisaea,,,,,bulgaria1323,,,
1106,1106.0,silver_teal,,,,,novi_sad,,,
1107,1107.0,white_rumped_sandpiper,,,,,lamia.gr,,,
1108,1108.0,short_billed_dowitcher,,,,,argos,,,
1109,1109.0,cinnamon-teal,,,,,rostov-on_don,,,
1110,1110.0,whimbrel,,,,,karditsa.gr,,,
1111,1111.0,northern_pintail_duck,,,,,coytrahen,,,
1112,1112.0,teal_sp.,,,,,covasna,,,
1113,1113.0,canvasback_duck,,,,,gilwern,,,
1114,1114.0,amazonetta_brasiliensis,,,,,neamt,,,
1115,1115.0,red-breasted goose,,,,,chernivtsi,,,
1116,1116.0,black necked stilt,,,,,brno_216,,,
1117,1117.0,eurasian wigeon,,,,,soligorsk,,,
1118,1118.0,hooded merganser duck,,,,,praha,,,
1119,1119.0,rock dove,,,,,gwersyllt,,,
1120,1120.0,black neck swan,,,,,rhuddlan,,,
1121,1121.0,song sparrow,,,,,argos.gr,,,
1122,1122.0,ruddy turnstone,,,,,novisad,,,
1123,1123.0,black bellied plover,,,,,pentrebach,,,
1124,1124.0,northern herrier,,,,,ioannina_gr,,,
1125,1125.0,canvasback duck,,,,,ioannina.gr,,,
1126,1126.0,fulvous whistling duck,,,,,mougins,,,
1127,1127.0,wild duckl,,,,,flintshire,,,
1128,1128.0,greater white fronted goose,,,,,ryazan_oblast,,,
1129,1129.0,barrow goldeneye,,,,,evora_pt,,,
1130,1130.0,cattle egret,,,,,habarovsk,,,
1131,1131.0,wild duck hybrid,,,,,ptolemaida,,,
1132,1132.0,pintail duck,,,,,patra.gr,,,
1133,1133.0,comon grackle,,,,,karlmar,,,
1134,1134.0,black crowned night heron,,,,,ioanninagr,,,
1135,1135.0,white winged dove,,,,,7,,,
1136,1136.0,common_goose,,,,,vaslui,,,
1137,1137.0,great_black-backed_gull_,,,,,porto_pt,,,
1138,1138.0,bewicks_swan,,,,,lisboa_pt,,,
1139,1139.0,ornamental_duck,,,,,lasithi.gr,,,
1140,1140.0,peregino,,,,,luhansk,,,
1141,1141.0,podiceps auritus,,,,,bosnia-herzegovina,,,
1142,1142.0,swan not otherwise specified,,,,,bulgaria1369,,,
1143,1143.0,bafflehead,,,,,larissagr,,,
1144,1144.0,goose greater white fronted,,,,,azores,,,
1145,1145.0,swainson s hawk,,,,,rethymno.grc,,,
1146,1146.0,gull bonaparte s,,,,,tonypandy,,,
1147,1147.0,bird pooled,,,,,phthiotis.gr,,,
1148,1148.0,goose cackling,,,,,corsica,,,
1149,1149.0,crow american,,,,,viotia.gr,,,
1150,1150.0,goose embden,,,,,treherbert,,,
1151,1151.0,duck mottled,,,,,ferndale,,,
1152,1152.0,hawk red tailed,,,,,fairbourne,,,
1153,1153.0,owl barn,,,,,aberthin,,,
1154,1154.0,lesser yellowleg,,,,,lecce,,,
1155,1155.0,pintail northern,,,,,sakha_republic,,,
1156,1156.0,duck pekin,,,,,kozani,,,
1157,1157.0,swan trumpeter,,,,,tinos.gr,,,
1158,1158.0,african gray parrot,,,,,timis,,,
1159,1159.0,pheasant not otherwise specified,,,,,nizhny-novgorod,,,
1160,1160.0,harrier northern,,,,,llanngeinor,,,
1161,1161.0,goldeneye common,,,,,samos_island,,,
1162,1162.0,goose snow,,,,,nantglyn,,,
1163,1163.0,pheasant ring necked,,,,,castelobranco_pt,,,
1164,1164.0,goose not otherwise specified,,,,,gelligaer,,,
1165,1165.0,grackle common,,,,,larisa_gr,,,
1166,1166.0,duck muscovy,,,,,oryol_oblast,,,
1167,1167.0,quail not otherwise specified,,,,,sint_maarten,,,
1168,1168.0,partridge chukar,,,,,cluj,,,
1169,1169.0,chicken leghorn,,,,,guarda_pt,,,
1170,1170.0,owl not otherwise specified,,,,,brecon,,,
1171,1171.0,bird not otherwise specified,,,,,missouri,,,
1172,1172.0,merganser hooded,,,,,rassau,,,
1173,1173.0,goose ross s,,,,,vinicne,,,
1174,1174.0,duck wild not otherwise specified,,,,,romania_bz,,,
1175,1175.0,antarctic_petrel,,,,,carrog,,,
1176,1176.0,rock_dove,,,,,botosani,,,
1177,1177.0,pintail_duck,,,,,friuliveneziagiuliapn,,,
1178,1178.0,hermit_thrush,,,,,pyrgos.gr,,,
1179,1179.0,american_widgeon,,,,,poitou_charentes,,,
1180,1180.0,finch,,,,,cataluna,,,
1181,1181.0,glaucose winged gull,,,,,hun,,,
1182,1182.0,chukar partridge,,,,,zaporizhzhya,,,
1183,1183.0,embden goose,,,,,novoselitsy,,,
1184,1184.0,pie billed grebe,,,,,kaunas,,,
1185,1185.0,chukar_partridge,,,,,madeira_pt,,,
1186,1186.0,duck_hybrid,,,,,astrakhan_oblast,,,
1187,1187.0,pie-billed grebe,,,,,llanfihangel_glyn_myfyr,,,
1188,1188.0,glaucose-winged gull,,,,,salehard,,,
1189,1189.0,black-necked stilt,,,,,partizanske,,,
1190,1190.0,chinese goose,,,,,volos.gr,,,
1191,1191.0,bluebird,,,,,enna,,,
1192,1192.0,ring necked pheasant,,,,,komotini,,,
1193,1193.0,lesser black backed gull,,,,,grevena,,,
1194,1194.0,dendrocygna_viduata,,,,,maenclochog,,,
1195,1195.0,glaucose-winged_gull,,,,,korinthos.gr,,,
1196,1196.0,furnarius_rufus,,,,,finlad,,,
1197,1197.0,cygnus_melancoryphus,,,,,cyclades.gr,,,
1198,1198.0,hooded_merganser_duck,,,,,napoli,,,
1199,1199.0,dromaius_novaehollandiae,,,,,sealand,,,
1200,1200.0,pie-billed_grebe,,,,,urengoy,,,
1201,1201.0,gull herring,,,,,trikala_gr,,,
1202,1202.0,,,,,,zakarpatska,,,
1203,1203.0,,,,,,kmelnitsk,,,
1204,1204.0,,,,,,coity,,,
1205,1205.0,,,,,,zelenogradsk,,,
1206,1206.0,,,,,,arta_gr,,,
1207,1207.0,,,,,,dniprodzerdzinsk,,,
1208,1208.0,,,,,,plzen,,,
1209,1209.0,,,,,,preveza.gr,,,
1210,1210.0,,,,,,arkadia.gr,,,
1211,1211.0,,,,,,swffryd,,,
1212,1212.0,,,,,,rhymney,,,
1213,1213.0,,,,,,senica,,,
1214,1214.0,,,,,,giannitsa,,,
1215,1215.0,,,,,,birobidzshan,,,
1216,1216.0,,,,,,rhoose,,,
1217,1217.0,,,,,,targu-mures,,,
1218,1218.0,,,,,,vladimir_oblast,,,
1219,1219.0,,,,,,empolicg,,,
1220,1220.0,,,,,,swirtzerland,,,
1221,1221.0,,,,,,serbia-ns,,,
1222,1222.0,,,,,,autria,,,
1223,1223.0,,,,,,saint-martin,,,
1224,1224.0,,,,,,preveza_gr,,,
1225,1225.0,,,,,,vrancea,,,
1226,1226.0,,,,,,verkhneokinsky,,,
1227,1227.0,,,,,,beja_pt,,,
1228,1228.0,,,,,,bangorondee,,,
1229,1229.0,,,,,,bryansk,,,
1230,1230.0,,,,,,samos_island.gr,,,
1231,1231.0,,,,,,rhodos_island.gr,,,
1232,1232.0,,,,,,attica.grc,,,
1233,1233.0,,,,,,kemerovo_oblast,,,
1234,1234.0,,,,,,maramures,,,
1235,1235.0,,,,,,la_rioja,,,
1236,1236.0,,,,,,karelia,,,
1237,1237.0,,,,,,cherkasy,,,
1238,1238.0,,,,,,florina,,,
1239,1239.0,,,,,,vitebsk,,,
1240,1240.0,,,,,,gresford,,,
1241,1241.0,,,,,,yermolino,,,
1242,1242.0,,,,,,penyffordd,,,
1243,1243.0,,,,,,kragujevac,,,
1244,1244.0,,,,,,iceland183,,,
1245,1245.0,,,,,,friuli_venezia_giulia,,,
1246,1246.0,,,,,,modra,,,
1247,1247.0,,,,,,hopkinstown,,,
1248,1248.0,,,,,,strumicad_z_27z,,,
1249,1249.0,,,,,,fishguard,,,
1250,1250.0,,,,,,moskva,,,
1251,1251.0,,,,,,thesssaloniki,,,
1252,1252.0,,,,,,carmel,,,
1253,1253.0,,,,,,pirgos.gr,,,
1254,1254.0,,,,,,vybyti,,,
1255,1255.0,,,,,,llandew,,,
1256,1256.0,,,,,,queensferry,,,
1257,1257.0,,,,,,telsiai,,,
1258,1258.0,,,,,,braga_pt,,,
1259,1259.0,,,,,,obaston,,,
1260,1260.0,,,,,,sered,,,
1261,1261.0,,,,,,penley,,,
1262,1262.0,,,,,,naousa,,,
1263,1263.0,,,,,,clermont_ferrand,,,
1264,1264.0,,,,,,abertridwr,,,
1265,1265.0,,,,,,penrhiwceiber,,,
1266,1266.0,,,,,,piestany,,,
1267,1267.0,,,,,,s._petersburg,,,
1268,1268.0,,,,,,acores_pt,,,
1269,1269.0,,,,,,s._peteresburg,,,
1270,1270.0,,,,,,vonitsa.gr,,,
1271,1271.0,,,,,,santarem_pt,,,
1272,1272.0,,,,,,borisov,,,
1273,1273.0,,,,,,rivne,,,
1274,1274.0,,,,,,slovenis,,,
1275,1275.0,,,,,,southsea,,,
1276,1276.0,,,,,,ancona,,,
1277,1277.0,,,,,,new_inn,,,
1278,1278.0,,,,,,senghenydd,,,
1279,1279.0,,,,,,mures,,,
1280,1280.0,,,,,,fochriw,,,
1281,1281.0,,,,,,llandissilio,,,
1282,1282.0,,,,,,nalchik,,,
1283,1283.0,,,,,,caeathro,,,
1284,1284.0,,,,,,kastoria,,,
1285,1285.0,,,,,,iiv-birobidzhan,,,
1286,1286.0,,,,,,gueret,,,
1287,1287.0,,,,,,baleares100,,,
1288,1288.0,,,,,,komarno,,,
1289,1289.0,,,,,,perm_oblast,,,
1290,1290.0,,,,,,romania_cl,,,
1291,1291.0,,,,,,st_etienne,,,
1292,1292.0,,,,,,crete_gr,,,
1293,1293.0,,,,,,strasbourg,,,
1294,1294.0,,,,,,kyklades.grc,,,
1295,1295.0,,,,,,castilla_la_mancha,,,
1296,1296.0,,,,,,mogiliov,,,
1297,1297.0,,,,,,patras_gr,,,
1298,1298.0,,,,,,alba,,,
1299,1299.0,,,,,,croesyceiliog,,,
1300,1300.0,,,,,,moscow-oblast,,,
1301,1301.0,,,,,,livadia,,,
1302,1302.0,,,,,,siladice,,,
1303,1303.0,,,,,,cefn_coed,,,
1304,1304.0,,,,,,pendoylan,,,
1305,1305.0,,,,,,tumen,,,
1306,1306.0,,,,,,ioannina,,,
1307,1307.0,,,,,,llangynwyd,,,
1308,1308.0,,,,,,tregarth,,,
1309,1309.0,,,,,,pontneddfechan,,,
1310,1310.0,,,,,,khrenovoe,,,
1311,1311.0,,,,,,ffairfach,,,
1312,1312.0,,,,,,chania_gr,,,
1313,1313.0,,,,,,mayotte,,,
1314,1314.0,,,,,,povazska_bystrica,,,
1315,1315.0,,,,,,volin,,,
1316,1316.0,,,,,,ivano-frankivsk,,,
1317,1317.0,,,,,,chios_island.gr,,,
1318,1318.0,,,,,,montpellier,,,
1319,1319.0,,,,,,cefncribwr,,,
1320,1320.0,,,,,,mordovia,,,
1321,1321.0,,,,,,belarus,,,
1322,1322.0,,,,,,gdansk,,,
1323,1323.0,,,,,,st-petersburg,,,
1324,1324.0,,,,,,veria,,,
1325,1325.0,,,,,,baden_wurttemberg,,,
1326,1326.0,,,,,,lareunion,,,
1327,1327.0,,,,,,overton,,,
1328,1328.0,,,,,,caras-severin,,,
1329,1329.0,,,,,,lviv,,,
1330,1330.0,,,,,,chernihiv,,,
1331,1331.0,,,,,,kandalaksha,,,
1332,1332.0,,,,,,leiria_pt,,,
1333,1333.0,,,,,,kirovograd,,,
1334,1334.0,,,,,,kochani,,,
1335,1335.0,,,,,,_nordrhein-westfalen,,,
1336,1336.0,,,,,,acores,,,
1337,1337.0,,,,,,roma-iss,,,
1338,1338.0,,,,,,_austria,,,
1339,1339.0,,,,,,arta.gr,,,
1340,1340.0,,,,,,fermo,,,
1341,1341.0,,,,,,clamart,,,
1342,1342.0,,,,,,romans,,,
1343,1343.0,,,,,,crete_island.gr,,,
1344,1344.0,,,,,,crickhowell,,,
1345,1345.0,,,,,,llanharan,,,
1346,1346.0,,,,,,saint-martin_d'heres,,,
1347,1347.0,,,,,,castillayleon,,,
1348,1348.0,,,,,,pontycymer,,,
1349,1349.0,,,,,,pontycymmer,,,
1350,1350.0,,,,,,lanelli,,,
1351,1351.0,,,,,,bosnia,,,
1352,1352.0,,,,,,zakynthos_island.gr,,,
1353,1353.0,,,,,,castelo_branco_pt,,,
1354,1354.0,,,,,,prievidza,,,
1355,1355.0,,,,,,neath_port_talbot,,,
1356,1356.0,,,,,,georgetown,,,
1357,1357.0,,,,,,rhosneigr,,,
1358,1358.0,,,,,,novgorod,,,
1359,1359.0,,,,,,lyon-croix-rousse,,,
1360,1360.0,,,,,,dnepropetrovsk,,,
1361,1361.0,,,,,,kilkis,,,
1362,1362.0,,,,,,krymsk,,,
1363,1363.0,,,,,,libourne,,,
1364,1364.0,,,,,,sweden1,,,
1365,1365.0,,,,,,blaenffos,,,
1366,1366.0,,,,,,bosnia_and_herzegovia,,,
1367,1367.0,,,,,,austia,,,
1368,1368.0,,,,,,sobotiste,,,
1369,1369.0,,,,,,rethymno.gr,,,
1370,1370.0,,,,,,sakhalin,,,
1371,1371.0,,,,,,belogorsk,,,
1372,1372.0,,,,,,macon,,,
1373,1373.0,,,,,,h1n1genoa,,,
1374,1374.0,,,,,,pembrey,,,
1375,1375.0,,,,,,bourgoin-jallieu,,,
1376,1376.0,,,,,,vologd,,,
1377,1377.0,,,,,,aveiro_pt,,,
1378,1378.0,,,,,,ohrid,,,
1379,1379.0,,,,,,stpetersburg,,,
1380,1380.0,,,,,,rheinlandpfalz,,,
1381,1381.0,,,,,,groningen,,,
1382,1382.0,,,,,,leiden,,,
1383,1383.0,,,,,,perth,,,
1384,1384.0,,,,,,podgorica,,,
1385,1385.0,,,,,,lyon_gi,,,
1386,1386.0,,,,,,nib,,,
1387,1387.0,,,,,,olsztyn-pl,,,
1388,1388.0,,,,,,hannover,,,
1389,1389.0,,,,,,vilnus,,,
1390,1390.0,,,,,,sofia,,,
1391,1391.0,,,,,,volos,,,
1392,1392.0,,,,,,czechoslovakia,,,
1393,1393.0,,,,,,grodno,,,
1394,1394.0,,,,,,zagreb,,,
1395,1395.0,,,,,,nordrhein-wesrfalen,,,
1396,1396.0,,,,,,thessalonika,,,
1397,1397.0,,,,,,kiev,,,
1398,1398.0,,,,,,kalingrad,,,
1399,1399.0,,,,,,n_novgorod,,,
1400,1400.0,,,,,,jihlava,,,
1401,1401.0,,,,,,north_novgorod,,,
1402,1402.0,,,,,,nl,,,
1403,1403.0,,,,,,nyiregyhaza,,,
1404,1404.0,,,,,,dniprodzerzinsk,,,
1405,1405.0,,,,,,dublin,,,
1406,1406.0,,,,,,lesvos,,,
1407,1407.0,,,,,,netherland,,,
1408,1408.0,,,,,,christ's_hospital,,,
1409,1409.0,,,,,,crundale,,,
1410,1410.0,,,,,,trefforest,,,
1411,1411.0,,,,,,aubenas,,,
1412,1412.0,,,,,,foggia,,,
1413,1413.0,,,,,,valday,,,
1414,1414.0,,,,,,wallonia,,,
1415,1415.0,,,,,,ilia.gr,,,
1416,1416.0,,,,,,austria1577520,,,
1417,1417.0,,,,,,drozhzhanoe,,,
1418,1418.0,,,,,,murmask,,,
1419,1419.0,,,,,,la-rochelle,,,
1420,1420.0,,,,,,padeswood,,,
1421,1421.0,,,,,,church_village,,,
1422,1422.0,,,,,,champagne-ardenne,,,
1423,1423.0,,,,,,mordoviya,,,
1424,1424.0,,,,,,abersoch,,,
1425,1425.0,,,,,,syktyvkarcrie,,,
1426,1426.0,,,,,,sulekovo,,,
1427,1427.0,,,,,,annonay,,,
1428,1428.0,,,,,,yfelinheli,,,
1429,1429.0,,,,,,bai-khaak,,,
1430,1430.0,,,,,,noyal-pontivy,,,
1431,1431.0,,,,,,cuprija,,,
1432,1432.0,,,,,,sedbury,,,
1433,1433.0,,,,,,hmelnizk,,,
1434,1434.0,,,,,,provence-alpes-cote_d'azur,,,
1435,1435.0,,,,,,chalkidiki,,,
1436,1436.0,,,,,,aberystywyth,,,
1437,1437.0,,,,,,zakibye,,,
1438,1438.0,,,,,,rheinland_pfalz,,,
1439,1439.0,,,,,,kalamata_gr,,,
1440,1440.0,,,,,,lyon_chu,,,
1441,1441.0,,,,,,tuva_republic,,,
1442,1442.0,,,,,,varese,,,
1443,1443.0,,,,,,romania_sv,,,
1444,1444.0,,,,,,berlin43,,,
1445,1445.0,,,,,,hawarden,,,
1446,1446.0,,,,,,evros,,,
1447,1447.0,,,,,,cagnes_sur_mer,,,
1448,1448.0,,,,,,mountainash,,,
1449,1449.0,,,,,,newquay,,,
1450,1450.0,,,,,,ossetia-alania,,,
1451,1451.0,,,,,,nefteyugansk,,,
1452,1452.0,,,,,,romania_bv,,,
1453,1453.0,,,,,,corinth.gr,,,
1454,1454.0,,,,,,glyndyfrdwy,,,
1455,1455.0,,,,,,antibes,,,
1456,1456.0,,,,,,bobruisk,,,
1457,1457.0,,,,,,089,,,
1458,1458.0,,,,,,friuliveneziagiuliaud,,,
1459,1459.0,,,,,,euskadi,,,
1460,1460.0,,,,,,lipezk,,,
1461,1461.0,,,,,,villejuif,,,
1462,1462.0,,,,,,new_tredegar,,,
1463,1463.0,,,,,,bln,,,
1464,1464.0,,,,,,granada,,,
1465,1465.0,,,,,,monmouthshire,,,
1466,1466.0,,,,,,kursk_oblast,,,
1467,1467.0,,,,,,voroneg,,,
1468,1468.0,,,,,,semrino,,,
1469,1469.0,,,,,,alsace1471,,,
1470,1470.0,,,,,,penmaenmawr,,,
1471,1471.0,,,,,,kaa-khem,,,
1472,1472.0,,,,,,leskovac,,,
1473,1473.0,,,,,,caersws,,,
1474,1474.0,,,,,,ystradmynach,,,
1475,1475.0,,,,,,bologna,,,
1476,1476.0,,,,,,pancevo,,,
1477,1477.0,,,,,,penrhynbay,,,
1478,1478.0,,,,,,pontlottyn,,,
1479,1479.0,,,,,,pjovazska_bystrica,,,
1480,1480.0,,,,,,argolida.gr,,,
1481,1481.0,,,,,,colwynbay,,,
1482,1482.0,,,,,,llantwitmajor,,,
1483,1483.0,,,,,,iceland+norway,,,
1484,1484.0,,,,,,baden_wuerttemburg,,,
1485,1485.0,,,,,,flanders,,,
1486,1486.0,,,,,,betwys_y_coed,,,
1487,1487.0,,,,,,gigean,,,
1488,1488.0,,,,,,pennsylvania,,,
1489,1489.0,,,,,,peloponnese,,,
1490,1490.0,,,,,,prerov,,,
1491,1491.0,,,,,,tylorstown,,,
1492,1492.0,,,,,,france+italy+turkey,,,
1493,1493.0,,,,,,martinique,,,
1494,1494.0,,,,,,romania223741,,,
1495,1495.0,,,,,,bedwas,,,
1496,1496.0,,,,,,sparti,,,
1497,1497.0,,,,,,khmelnytsky,,,
1498,1498.0,,,,,,rethymno_crete_gr,,,
1499,1499.0,,,,,,syktyvkarc,,,
1500,1500.0,,,,,,the_netherlands+japan,,,
1501,1501.0,,,,,,niedersachen,,,
1502,1502.0,,,,,,presteigne,,,
1503,1503.0,,,,,,h3n2genoa,,,
1504,1504.0,,,,,,knighton,,,
1505,1505.0,,,,,,molodechno,,,
1506,1506.0,,,,,,chateaulin,,,
1507,1507.0,,,,,,europe,,,
1508,1508.0,,,,,,st_laurent_du_var,,,
1509,1509.0,,,,,,lefkada_island.gr,,,
1510,1510.0,,,,,,greenfield,,,
1511,1511.0,,,,,,blaenavon,,,
1512,1512.0,,,,,,republic_of_tuva,,,
1513,1513.0,,,,,,baltiysk,,,
1514,1514.0,,,,,,sketty,,,
1515,1515.0,,,,,,barjols,,,
1516,1516.0,,,,,,sturovo,,,
1517,1517.0,,,,,,netherlads,,,
1518,1518.0,,,,,,caras_severin,,,
1519,1519.0,,,,,,senghennyd,,,
1520,1520.0,,,,,,balgium,,,
1521,1521.0,,,,,,tirane,,,
1522,1522.0,,,,,,kilgetty,,,
1523,1523.0,,,,,,poitiers1071,,,
1524,1524.0,,,,,,uchaf,,,
1525,1525.0,,,,,,pontardulais,,,
1526,1526.0,,,,,,nis,,,
1527,1527.0,,,,,,lima,,,
1528,1528.0,,,,,,pozarevac,,,
1529,1529.0,,,,,,dinaspowys,,,
1530,1530.0,,,,,,st_asaph,,,
1531,1531.0,,,,,,korinthos.grc,,,
1532,1532.0,,,,,,ely,,,
1533,1533.0,,,,,,abercanaid,,,
1534,1534.0,,,,,,kalamata.gr,,,
1535,1535.0,,,,,,st-etienne,,,
1536,1536.0,,,,,,symonds-yat,,,
1537,1537.0,,,,,,heraklion_crete_gr,,,
1538,1538.0,,,,,,goodwick,,,
1539,1539.0,,,,,,the_netherlands,,,
1540,1540.0,,,,,,romania_vn,,,
1541,1541.0,,,,,,brasov,,,
1542,1542.0,,,,,,dubovka,,,
1543,1543.0,,,,,,drama,,,
1544,1544.0,,,,,,zrenjanin,,,
1545,1545.0,,,,,,moulins,,,
1546,1546.0,,,,,,policlinico-milano,,,
1547,1547.0,,,,,,st.peterburg,,,
1548,1548.0,,,,,,skadovsk,,,
1549,1549.0,,,,,,canberra,,,
1550,1550.0,,,,,,bialystok,,,
1551,1551.0,,,,,,rpf,,,
1552,1552.0,,,,,,machen,,,
1553,1553.0,,,,,,clynderwen,,,
1554,1554.0,,,,,,czech_rep,,,
1555,1555.0,,,,,,rostov_on_don,,,
1556,1556.0,,,,,,ivanovo_oblast,,,
1557,1557.0,,,,,,rochefort,,,
1558,1558.0,,,,,,madeira,,,
1559,1559.0,,,,,,astrahkan,,,
1560,1560.0,,,,,,nordrhein_westfalen,,,
1561,1561.0,,,,,,saintetienne,,,
1562,1562.0,,,,,,zaporizzya,,,
1563,1563.0,,,,,,newtown,,,
1564,1564.0,,,,,,n.i,,,
1565,1565.0,,,,,,czech_republic_,,,
1566,1566.0,,,,,,via_real,,,
